h_booking_id,booking_datetime,checkin_date,checkout_date,hotel_id,hotel_country_code,hotel_live_date,hotel_star_rating,accommadation_type_name,charge_option,h_customer_id,customer_nationality,guest_is_not_the_customer,guest_nationality_country_name,no_of_adults,no_of_children,no_of_extra_bed,no_of_room,origin_country_code,language,original_selling_amount,original_payment_method,original_payment_type,original_payment_currency,is_user_logged_in,cancellation_policy_code,is_first_booking,request_nonesmoke,request_latecheckin,request_highfloor,request_largebed,request_twinbeds,request_airport,request_earlycheckin,cancellation_datetime,hotel_area_code,hotel_brand_code,hotel_chain_code,hotel_city_code
-9.21931E+18,05/06/2018 11:32,02/07/2018 00:00,07/07/2018 00:00,44165,US,15/03/2012 05:02,2.5,Hotel,Pay Now,7.42099E+18,Mexico,0,Mexico,2,0,0,1,MX,Spanish,541.4,Visa,Credit Card,USD,FALSE,365D100P_100P,TRUE,,,,,,,,,2378,,,1682
-9.21914E+18,24/06/2018 16:06,30/08/2018 00:00,02/09/2018 00:00,4844,HK,19/12/2012 10:04,4,Hotel,Pay Now,5.24716E+17,Malaysia,1,Malaysia,2,0,0,1,MY,English,322.29,MasterCard,Credit Card,MYR,TRUE,365D100P_100P,FALSE,,,,,,,,,2528,273,592,142
-9.21887E+18,11/08/2018 01:17,12/08/2018 00:00,14/08/2018 00:00,134457,DE,06/02/2009 16:42,3,Guest House / Bed & Breakfast,Pay Now,7.55277E+18,Sweden,0,Germany,2,0,0,1,DE,Swedish,196.46,MasterCard,Credit Card,SEK,TRUE,2D100P,FALSE,1,0,0,0,1,0,0,,1622,,,646
-9.21807E+18,10/07/2018 12:51,10/07/2018 00:00,11/07/2018 00:00,961883,TH,03/07/2015 16:14,3,Resort,Pay Now,6.50575E+18,UNKNOWN,0,Thailand,3,0,0,2,TH,Thai,45.34,UNKNOWN,Credit Card,THB,TRUE,7D1N_3D50P_100P,TRUE,1,0,0,0,1,0,0,11/07/2018,3990,,,2104
-9.21674E+18,26/08/2018 20:54,28/08/2018 00:00,31/08/2018 00:00,1632361,JP,02/12/2016 06:55,4,Hotel,Pay Now,2.64857E+18,South Korea,0,South Korea,2,0,0,1,KR,Korean,270.15,MasterCard,Credit Card,KRW,TRUE,1D100P_100P,TRUE,1,0,0,0,0,0,0,,302,,,2249
-9.21657E+18,20/05/2018 11:12,04/08/2018 00:00,06/08/2018 00:00,1105184,TH,08/10/2015 16:21,3,Hotel,Pay Later,7.31638E+18,Thailand,1,Thailand,2,0,0,1,TH,Thai,50.14,MasterCard,Credit Card,THB,TRUE,3D50P_100P,FALSE,,,,,,,,06/06/2018,2824,,,2337
-9.21649E+18,28/08/2018 22:40,29/09/2018 00:00,30/09/2018 00:00,2559209,JP,21/07/2017 18:32,3,Hotel,Pay Now,4.85765E+18,Taiwan,1,Taiwan,3,0,0,1,TW,T. Chinese / Taiwan,123.97,Visa,Credit Card,TWD,FALSE,5D50P_100P,FALSE,1,0,0,0,1,0,0,28/08/2018,5092,366,618,1403
-9.21635E+18,16/07/2018 11:10,25/07/2018 00:00,27/07/2018 00:00,59737,LK,28/06/2009 02:02,5,Hotel,Pay Now,4.63965E+18,China,0,China,6,0,0,3,CN,S.Chinese / Mainland,1262.5,Alipay,Credit Card,CNY,TRUE,365D100P_100P,FALSE,,,,,,,,,784,,,1258
-9.21601E+18,03/08/2018 17:16,07/08/2018 00:00,09/08/2018 00:00,1105091,SG,21/12/2015 13:22,4,Hotel,Pay Now,7.61848E+18,Malaysia,0,Malaysia,2,0,0,1,MY,English,177.41,Visa,Credit Card,MYR,FALSE,365D100P_100P,TRUE,0,0,0,0,1,0,0,,1646,508,678,437
-9.21549E+18,27/05/2018 17:15,20/08/2018 00:00,21/08/2018 00:00,11934,NZ,28/06/2009 02:02,4,Hotel,Pay Later,1.78988E+18,New Zealand,0,New Zealand,2,0,0,1,NZ,English,151.19,MasterCard,Credit Card,NZD,TRUE,2D100P_100P,FALSE,0,0,0,0,1,0,0,13/07/2018,3450,159,232,2158
-9.2153E+18,08/08/2018 19:41,17/08/2018 00:00,19/08/2018 00:00,4204326,TH,17/01/2018 08:49,5,Hotel,Pay Later,6.47854E+18,Hong Kong,0,Hong Kong,1,0,0,1,HK,T.Chinese / Hongkong,285.26,MasterCard,Credit Card,HKD,FALSE,4D51P_100P,FALSE,1,0,0,1,0,0,0,,5583,,,2477
-9.21513E+18,02/07/2018 16:37,02/07/2018 00:00,03/07/2018 00:00,3007591,VN,25/10/2017 11:48,2,Hotel,Pay Now,1.94286E+18,Vietnam,0,Vietnam,4,0,0,1,VN,Vietnamese,26,Visa,Credit Card,VND,TRUE,5D100P,FALSE,,,,,,,,,5322,,,1276
-9.21507E+18,31/05/2018 22:43,21/09/2018 00:00,22/09/2018 00:00,108170,TH,28/06/2009 02:02,3,Hotel,Pay Later,6.87528E+18,Thailand,0,Thailand,2,0,0,1,TH,Thai,50.63,MasterCard,Credit Card,THB,TRUE,1D1N_100P,FALSE,1,1,1,1,0,0,0,19/06/2018,662,442,600,447
-9.21489E+18,25/07/2018 06:38,28/09/2018 00:00,29/09/2018 00:00,2416356,MY,26/06/2017 05:33,3,Hotel,Pay Now,6.05696E+18,Malaysia,1,Malaysia,4,0,0,1,MY,English,30.8,UNKNOWN,Credit Card,MYR,TRUE,7D100P,FALSE,,,,,,,,,2736,,,2069
-9.21448E+18,15/06/2018 09:28,28/07/2018 00:00,31/07/2018 00:00,4462454,VN,12/02/2018 16:15,5,Hotel,Pay Now,7.32097E+18,Vietnam,1,Vietnam,2,0,0,1,VN,Vietnamese,257.31,Visa,Credit Card,VND,FALSE,365D100P_100P,FALSE,,,,,,,,,3462,,,1462
-9.21364E+18,09/09/2018 00:59,13/09/2018 00:00,14/09/2018 00:00,1166250,TW,26/02/2016 14:50,3,Hotel,Pay Now,6.55288E+18,Taiwan,0,Taiwan,2,0,0,1,TW,T. Chinese / Taiwan,102.23,MasterCard,Credit Card,TWD,TRUE,3D1N_1N,FALSE,,,,,,,,,3911,,,868
-9.21338E+18,25/07/2018 20:18,26/07/2018 00:00,27/07/2018 00:00,3092077,TH,02/11/2017 13:24,4,Hotel,Pay Now,6.13522E+18,Thailand,0,Thailand,2,0,0,1,TH,English,125.65,Visa,Credit Card,THB,TRUE,2D100P,FALSE,,,,,,,,,3823,,,2477
-9.2124E+18,10/07/2018 20:40,17/08/2018 00:00,18/08/2018 00:00,1202160,MY,25/08/2016 17:43,3,Hotel,Pay Now,3.22853E+18,Malaysia,1,Malaysia,2,3,0,1,MY,English,35.39,Visa,Credit Card,MYR,TRUE,365D100P_100P,FALSE,0,0,0,0,0,0,0,,2075,,,1982
-9.21235E+18,30/06/2018 16:28,01/07/2018 00:00,02/07/2018 00:00,872743,JP,01/04/2015 07:05,5,Hotel,Pay Now,-7.58669E+18,Taiwan,0,Taiwan,2,2,0,2,JP,T. Chinese / Taiwan,453.16,UNKNOWN,Credit Card,TWD,TRUE,1D20P_100P,FALSE,0,0,0,0,0,0,0,,104,856,86,2187
-9.21204E+18,10/07/2018 16:46,10/07/2018 00:00,11/07/2018 00:00,968829,MY,10/07/2015 13:58,0,Hotel,Pay Now,3.55103E+17,Malaysia,0,Malaysia,4,0,0,2,MY,English,37.72,Visa,Credit Card,MYR,FALSE,1D1N_1N,FALSE,,,,,,,,,2110,,,2737
-9.21146E+18,24/06/2018 14:36,21/07/2018 00:00,22/07/2018 00:00,240379,ID,13/03/2013 16:59,3,Resort,Pay Now,8.46297E+18,Indonesia,0,Indonesia,6,0,0,3,ID,Indonesian,117.54,Visa,Credit Card,IDR,FALSE,7D50P_3D100P_100P,FALSE,0,0,0,0,0,0,0,24/06/2018,1871,,,529
-9.21142E+18,30/07/2018 13:19,03/08/2018 00:00,05/08/2018 00:00,928220,ID,19/05/2015 14:26,0,Hotel,Pay Now,7.26631E+18,Australia,0,Australia,2,0,0,1,ID,English / Australia,17.4,UNKNOWN,Credit Card,AUD,TRUE,5D100P,FALSE,0,0,0,0,0,0,0,,3906,,,1816
-9.21105E+18,08/07/2018 21:03,25/08/2018 00:00,27/08/2018 00:00,2106721,KR,30/03/2017 16:14,4,Hotel,Pay Now,3.2188E+18,Malaysia,0,Malaysia,2,0,0,1,MY,English,115.9,Visa,Credit Card,MYR,TRUE,365D100P_100P,FALSE,1,0,1,0,0,0,0,,3901,,,2459
-9.2102E+18,21/09/2018 00:17,24/09/2018 00:00,25/09/2018 00:00,387,HK,03/11/2009 08:07,3,Hotel,Pay Now,4.43282E+18,Taiwan,1,Taiwan,1,0,0,1,TW,T. Chinese / Taiwan,62.05,MasterCard,Credit Card,TWD,FALSE,365D100P_100P,FALSE,0,0,1,1,0,0,0,,5084,,,142
-9.20985E+18,12/06/2018 13:33,11/07/2018 00:00,14/07/2018 00:00,572517,KR,17/03/2014 13:42,4,Hotel,Pay Later,5.76479E+18,South Korea,1,South Korea,2,0,0,1,KR,Korean,225.62,MasterCard,Credit Card,KRW,TRUE,3D1N_1D100P_100P,FALSE,,,,,,,,15/06/2018,1312,,,2459
-9.20975E+18,15/06/2018 07:10,18/08/2018 00:00,19/08/2018 00:00,88825,TH,01/09/2009 12:25,4,Resort,Pay Now,2.66282E+18,Thailand,0,Thailand,2,0,0,1,TH,Thai,97.88,K PLUS,Credit Card,THB,TRUE,365D100P_100P,FALSE,,,,,,,,,1960,850,467,1152
-9.20901E+18,08/08/2018 04:11,30/08/2018 00:00,02/09/2018 00:00,333827,NO,18/05/2012 17:07,3,Hotel,Pay Now,5.20067E+18,Norway,0,Norway,2,0,0,1,NO,Norwegian,347.04,MasterCard,Credit Card,NOK,FALSE,23D100P,TRUE,1,0,0,0,1,0,0,,4177,,,920
-9.20872E+18,26/08/2018 22:52,07/09/2018 00:00,08/09/2018 00:00,133442,FR,28/06/2009 02:02,3,Hotel,Pay Now,8.49273E+17,United Kingdom,0,United Kingdom,2,0,0,1,GB,English / United Kingdom,74.17,Visa,Credit Card,GBP,FALSE,365D100P_100P,TRUE,0,0,0,1,0,0,0,,3621,933,25,2555
-9.20814E+18,02/08/2018 23:15,03/08/2018 00:00,04/08/2018 00:00,5378538,KR,17/07/2018 13:05,3,Hotel,Pay Now,3.64461E+18,Australia,0,Australia,2,0,0,1,GB,English,55.53,MasterCard,Credit Card,AUD,TRUE,365D100P_100P,FALSE,1,0,0,1,0,0,0,,3612,,,2799
-9.20797E+18,26/08/2018 02:21,26/08/2018 00:00,27/08/2018 00:00,1137666,PE,18/11/2015 16:44,0,Hotel,Pay Now,9.20922E+18,Ireland,0,Peru,1,0,0,1,PE,English,16.99,UNKNOWN,Credit Card,GBP,TRUE,1D100P,FALSE,0,0,0,0,0,0,0,,3659,,,557
-9.20738E+18,28/09/2018 23:07,28/09/2018 00:00,29/09/2018 00:00,547422,TH,22/11/2013 11:25,3.5,Hotel,Pay Now,5.95739E+18,Thailand,0,Thailand,2,1,0,1,TH,Thai,31.6,K PLUS,Credit Card,THB,FALSE,365D100P_100P,FALSE,1,0,0,1,0,0,0,,1086,,,2477
-9.20701E+18,16/07/2018 20:29,16/07/2018 00:00,17/07/2018 00:00,1270928,TW,09/08/2016 10:20,3,Hotel,Pay Now,1.73242E+17,Taiwan,0,Taiwan,2,0,0,1,TW,T. Chinese / Taiwan,66.87,Visa,Credit Card,TWD,TRUE,7D1N_100P,FALSE,,,,,,,,,1262,,,2633
-9.20691E+18,11/08/2018 16:34,21/09/2018 00:00,26/09/2018 00:00,3592652,TH,02/12/2017 07:38,2,Hostel,Pay Now,2.86643E+18,Malaysia,0,Malaysia,4,0,0,1,MY,English / United Kingdom,282.72,UNKNOWN,Credit Card,MYR,FALSE,1D100P,FALSE,1,0,0,0,0,0,0,11/08/2018,5891,,,2477
-9.20668E+18,02/07/2018 22:54,09/08/2018 00:00,10/08/2018 00:00,2269235,VN,28/05/2017 09:49,4,Hotel,Pay Now,5.37021E+18,South Korea,1,South Korea,2,0,0,1,KR,Korean,46.02,American Express,Credit Card,KRW,TRUE,3D1N_1D100P_100P,FALSE,1,0,0,0,1,0,0,,909,,,1119
-9.20639E+18,03/07/2018 21:58,07/07/2018 00:00,08/07/2018 00:00,758267,TW,21/10/2014 00:45,4,Hotel,Pay Now,9.83369E+17,Taiwan,0,Taiwan,2,0,0,1,TW,S.Chinese / Mainland,116.3,MasterCard,Credit Card,TWD,TRUE,365D100P_100P,FALSE,0,0,0,0,0,0,0,,2016,,,2633
-9.20628E+18,10/09/2018 18:30,19/09/2018 00:00,22/09/2018 00:00,117012,DE,29/09/2016 20:26,3,Hotel,Pay Now,8.921E+18,Germany,0,Germany,1,0,0,1,DE,German,317.91,Visa,Credit Card,EUR,FALSE,1D80P_100P,TRUE,,,,,,,,,4663,,,2376
-9.2062E+18,02/09/2018 22:23,20/09/2018 00:00,21/09/2018 00:00,4167107,FR,16/01/2018 03:06,3,Hotel,Pay Later,6.67673E+18,Japan,0,Japan,2,0,0,1,JP,Japanese,144.4,JCB,Credit Card,JPY,TRUE,4D100P_0D100P_100P,FALSE,1,0,0,0,1,0,0,03/09/2018,2662,,,346
-9.20561E+18,13/07/2018 14:06,05/08/2018 00:00,06/08/2018 00:00,247575,TW,16/12/2010 07:10,4,Hotel,Pay Now,6.64942E+18,Taiwan,0,Taiwan,4,0,0,1,TW,T. Chinese / Taiwan,97.39,JCB,Credit Card,USD,TRUE,365D100P_100P,FALSE,1,0,0,0,0,0,0,,1493,,,2547
-9.20521E+18,27/07/2018 21:56,28/07/2018 00:00,29/07/2018 00:00,2616748,VN,18/08/2017 16:17,2,Hotel,Pay Now,4.92869E+18,South Korea,0,South Korea,2,0,0,1,VN,Korean,19.72,MasterCard,Credit Card,USD,TRUE,7D1N_3D100P_100P,FALSE,,,,,,,,,5293,,,794
-9.20509E+18,06/07/2018 12:54,07/07/2018 00:00,08/07/2018 00:00,69356,TH,15/07/2014 08:05,3,Hotel,Pay Now,2.26004E+18,Thailand,1,Thailand,2,0,0,1,TH,Thai,50.14,MasterCard,Credit Card,THB,TRUE,365D100P_100P,FALSE,,,,,,,,,3115,,,2452
-9.20483E+18,24/06/2018 23:25,27/07/2018 00:00,29/07/2018 00:00,3076186,TH,02/11/2017 12:17,5,Resort,Pay Now,1.44303E+18,Thailand,0,Thailand,2,0,0,1,TH,Thai,188.32,Visa,Credit Card,THB,TRUE,7D100P,FALSE,0,0,0,1,0,0,0,,2588,,,447
-9.20481E+18,03/06/2018 21:18,31/07/2018 00:00,03/08/2018 00:00,2474860,TW,04/08/2017 09:16,3,Hotel,Pay Later,3.45874E+18,Malaysia,1,Singapore,2,0,0,1,SG,English / Singapore,171.43,American Express,Credit Card,SGD,TRUE,7D100P_100P,FALSE,,,,,,,,16/06/2018,2969,,,162
-9.20471E+18,08/09/2018 08:08,09/09/2018 00:00,11/09/2018 00:00,47668,CN,28/06/2009 02:02,3,Hotel,Pay Now,4.72261E+18,Indonesia,0,Indonesia,2,0,0,1,ID,English,103.52,Visa,Credit Card,IDR,TRUE,1D1N_1N,FALSE,,,,,,,,,3411,,,1285
-9.2047E+18,05/05/2018 12:49,22/09/2018 00:00,26/09/2018 00:00,798586,TW,08/01/2015 15:38,4,Hotel,Pay Later,3.49852E+18,Australia,1,Philippines,3,0,0,2,AU,English / Australia,407.18,Visa,Credit Card,AUD,FALSE,3D1N_1N,FALSE,0,0,0,0,0,0,0,,4111,,,162
-9.20458E+18,26/07/2018 15:19,12/08/2018 00:00,13/08/2018 00:00,478592,TW,30/05/2013 14:51,3,Hotel,Pay Later,1.74094E+18,China,0,Taiwan,2,0,0,1,CN,T. Chinese / Taiwan,42.45,Visa,Credit Card,TWD,TRUE,3D1N_1N,FALSE,1,0,0,0,1,0,0,,4926,,,135
-9.20448E+18,25/06/2018 02:01,27/07/2018 00:00,29/07/2018 00:00,255459,TH,15/03/2011 07:21,4,Resort,Pay Later,8.51335E+18,Thailand,0,Thailand,2,0,0,1,TH,Thai,316.52,Visa,Credit Card,USD,TRUE,14D1N_7D100P_100P,FALSE,,,,,,,,,5030,,,2179
-9.20433E+18,17/06/2018 00:37,05/08/2018 00:00,06/08/2018 00:00,65474,KR,28/06/2009 02:02,3,Hotel,Pay Later,8.27449E+18,South Korea,0,South Korea,6,0,0,2,KR,Korean,126.9,MasterCard,Credit Card,KRW,FALSE,1D1N_100P,TRUE,,,,,,,,26/06/2018,3819,,,2799
-9.20421E+18,05/09/2018 00:16,06/09/2018 00:00,07/09/2018 00:00,2238757,HK,06/07/2017 08:53,4,Hotel,Pay Now,8.39626E+18,Hong Kong,0,Hong Kong,4,0,0,1,HK,T.Chinese / Hongkong,87.08,MasterCard,Credit Card,HKD,TRUE,365D100P_100P,FALSE,1,0,1,1,0,0,0,,2908,477,638,142
-9.20404E+18,07/08/2018 13:22,11/09/2018 00:00,15/09/2018 00:00,3948405,JP,24/12/2017 09:22,4,Hotel,Pay Now,4.12011E+18,Indonesia,1,Indonesia,2,0,0,1,ID,English,578,Visa,Credit Card,IDR,FALSE,36D100P_100P,FALSE,1,0,0,0,1,0,0,,945,797,425,1403
-9.20324E+18,26/03/2018 10:18,09/07/2018 00:00,12/07/2018 00:00,2465465,US,09/09/2017 04:41,4,Resort,Pay Now,2.30275E+18,United States of America,0,United States,4,0,0,1,US,English,469.41,Visa,Credit Card,USD,FALSE,3D1N_1N,TRUE,0,0,0,0,0,0,0,28/03/2018,4647,,,1867
-9.2032E+18,11/08/2018 21:49,15/08/2018 00:00,18/08/2018 00:00,2472684,CN,11/07/2017 08:14,3,Guest House / Bed & Breakfast,Pay Now,1.99623E+17,China,0,China,2,0,0,1,CN,S.Chinese / Mainland,146.43,WeChat,Credit Card,CNY,FALSE,1D1N_1N,TRUE,1,0,0,1,0,0,0,,2511,,,472
-9.202E+18,11/07/2018 18:28,07/08/2018 00:00,08/08/2018 00:00,648499,TW,06/06/2014 08:20,4,Hotel,Pay Now,2.08466E+18,UNKNOWN,0,Taiwan,4,0,0,1,TW,T. Chinese / Taiwan,123.28,Visa,Credit Card,TWD,TRUE,7D1N_100P,TRUE,,,,,,,,,4264,,,1952
-9.20193E+18,22/09/2018 05:10,22/09/2018 00:00,23/09/2018 00:00,176292,US,18/06/2014 23:22,2.5,Resort,Pay Now,2.61744E+18,United States of America,0,United States,4,0,0,1,US,English,107.81,Visa,Credit Card,USD,FALSE,365D100P_100P,TRUE,,,,,,,,,1939,,,129
-9.20128E+18,26/08/2018 07:06,27/08/2018 00:00,28/08/2018 00:00,548893,MY,22/07/2014 13:03,2,Hotel,Pay Now,9.20993E+18,Malaysia,0,Malaysia,2,0,0,1,MY,English,19.13,Visa,Credit Card,MYR,TRUE,3D1N_1N,FALSE,1,0,0,0,1,0,0,,2553,,94,2667
-9.20125E+18,13/08/2018 07:29,13/08/2018 00:00,14/08/2018 00:00,3846841,MY,29/12/2017 07:53,0,Guest House / Bed & Breakfast,Pay Now,4.58017E+18,Malaysia,1,Malaysia,2,0,0,1,MY,English,12.72,MasterCard,Credit Card,MYR,FALSE,1D100P_100P,FALSE,1,0,0,0,0,0,0,,4683,,,2480
-9.2011E+18,12/08/2018 18:57,18/08/2018 00:00,20/08/2018 00:00,921923,JP,25/05/2015 09:38,3,Resort,Pay Later,8.97581E+18,South Korea,0,South Korea,2,0,0,1,KR,Korean,303.83,Visa,Credit Card,KRW,TRUE,1D100P_100P,FALSE,,,,,,,,13/08/2018,1567,,,2198
-9.20079E+18,17/07/2018 22:53,02/08/2018 00:00,04/08/2018 00:00,1270365,JP,26/07/2016 06:35,4,Hotel,Pay Later,3.80131E+18,South Korea,0,South Korea,2,0,0,1,KR,Korean,146.74,MasterCard,Credit Card,KRW,TRUE,1D1N_100P,FALSE,1,0,0,0,0,0,0,,88,797,425,2567
-9.20008E+18,06/08/2018 12:48,13/08/2018 00:00,14/08/2018 00:00,239349,MY,24/11/2010 07:09,4,Hotel,Pay Now,1.10637E+18,Malaysia,1,Malaysia,2,0,0,1,MY,English,89.64,American Express,Credit Card,MYR,TRUE,365D100P_100P,FALSE,1,0,0,1,0,0,0,,383,,,2797
-9.19948E+18,05/07/2018 21:37,09/07/2018 00:00,11/07/2018 00:00,48363,VN,15/05/2010 09:01,5,Hotel,Pay Now,2.09522E+17,Vietnam,1,China,2,0,0,1,VN,T.Chinese / Hongkong,214.93,Alipay,Credit Card,CNY,TRUE,365D100P_100P,FALSE,0,0,1,0,1,0,0,,4735,,,1046
-9.19914E+18,19/09/2018 08:15,19/09/2018 00:00,20/09/2018 00:00,4125717,CN,17/01/2018 04:52,4.5,Hotel,Pay Now,6.13764E+18,China,1,China,2,0,0,1,CN,S.Chinese / Mainland,103.06,Visa,Credit Card,USD,TRUE,1D100P_100P,FALSE,1,0,0,0,0,0,0,,655,274,537,2632
-9.19912E+18,08/09/2018 17:19,09/09/2018 00:00,10/09/2018 00:00,1990934,MY,09/02/2017 21:58,0,Guest House / Bed & Breakfast,Pay Now,7.47755E+18,India,0,India,1,0,0,1,MY,English,2.89,UNKNOWN,Credit Card,INR,TRUE,2D100P,FALSE,1,0,0,0,0,0,0,08/09/2018,3302,,,2240
-9.19897E+18,27/04/2018 22:48,19/09/2018 00:00,21/09/2018 00:00,1402638,PH,19/10/2016 20:59,3.5,Hotel,Pay Later,2.04514E+18,Taiwan,0,Taiwan,2,0,0,1,TW,T. Chinese / Taiwan,192.04,Visa,Credit Card,TWD,TRUE,21D50P_14D100P_100P,FALSE,,,,,,,,10/07/2018,601,,,995
-9.19861E+18,17/07/2018 15:29,07/08/2018 00:00,08/08/2018 00:00,460603,JP,24/04/2013 08:55,2.5,Hotel,Pay Now,1.09848E+18,Taiwan,0,Taiwan,2,0,0,1,TW,T. Chinese / Taiwan,59.62,MasterCard,Credit Card,TWD,TRUE,3D100P_100P,FALSE,,,,,,,,21/07/2018,160,155,320,502
-9.19801E+18,28/07/2018 13:25,14/09/2018 00:00,16/09/2018 00:00,336340,TH,08/06/2012 15:46,4,Hotel,Pay Now,-3.72007E+18,Malaysia,0,Malaysia,4,0,0,2,MY,English,160.2,Visa,Credit Card,MYR,FALSE,365D100P_100P,FALSE,1,0,0,1,0,0,1,,4568,,,44
-9.19725E+18,14/05/2018 21:27,01/07/2018 00:00,02/07/2018 00:00,10636,TH,14/10/2010 07:08,4,Hotel,Pay Later,3.38658E+18,Indonesia,0,Indonesia,4,0,0,2,ID,English,112.8,Visa,Credit Card,IDR,TRUE,1D1N_1N,FALSE,1,0,0,0,1,0,0,,4785,,,2477
-9.19676E+18,22/07/2018 07:38,22/07/2018 00:00,23/07/2018 00:00,4959616,KH,30/05/2018 17:20,3,Hotel,Pay Now,4.87725E+17,Thailand,0,Thailand,2,0,0,1,KH,Korean,7.6,Visa,Credit Card,KRW,FALSE,1D1N_1N,FALSE,,,,,,,,,5621,,,2402
-9.19648E+18,12/07/2018 11:00,13/07/2018 00:00,16/07/2018 00:00,1622255,PH,23/11/2016 10:33,2.5,Hostel,Pay Now,8.97152E+18,United States of America,0,United States,2,0,0,1,US,English,120.99,Visa,Credit Card,PHP,FALSE,14D100P_100P,TRUE,,,,,,,,,2527,,,173
-9.19643E+18,12/12/2017 18:46,29/06/2018 00:00,04/07/2018 00:00,444719,JP,22/03/2013 10:04,2,Hostel,Pay Later,9.02322E+18,Taiwan,0,Taiwan,1,0,0,1,TW,T. Chinese / Taiwan,131.43,Visa,Credit Card,TWD,FALSE,3D100P_100P,TRUE,0,0,0,0,0,0,0,28/01/2018,4463,,,2567
-9.19635E+18,10/07/2018 21:37,10/08/2018 00:00,12/08/2018 00:00,1273500,TW,21/10/2016 16:16,4,Hotel,Pay Later,8.4748E+18,Taiwan,0,Taiwan,4,0,0,1,TW,T. Chinese / Taiwan,267.24,MasterCard,Credit Card,TWD,TRUE,7D1N_100P,TRUE,1,0,0,0,0,0,0,12/07/2018,456,,,162
